key,branch,source_lambda,init_index,eval_lambda,E_lambda,E0,overlap,center_offset_norm,separation,branch_type
Type A candidate|co0.07|ov8.8|sep4.2,cand_lam0.1_init8,0.1,8,5,72.4871867534569,28.545765146432725,8.788284321404834,0.07268958889003943,4.189195073085552,Type A candidate
Type A candidate|co0.02|ov2.5|sep3.2,cand_lam0.1_init9,0.1,9,0,29.526398126185484,29.526398126185484,2.455546930319805,0.02168988099138738,3.1730539188960543,Type A candidate
Type A candidate|co0.02|ov2.5|sep3.2,cand_lam0.1_init9,0.1,9,0.01,29.550953595488682,29.526398126185484,2.455546930319805,0.02168988099138738,3.1730539188960543,Type A candidate
Type A candidate|co0.02|ov2.5|sep3.2,cand_lam0.1_init9,0.1,9,0.05,29.649175472701472,29.526398126185484,2.455546930319805,0.02168988099138738,3.1730539188960543,Type A candidate
Type A candidate|co0.02|ov2.5|sep3.2,cand_lam0.1_init9,0.1,9,0.1,29.771952819217464,29.526398126185484,2.455546930319805,0.02168988099138738,3.1730539188960543,Type A candidate
Type A candidate|co0.02|ov2.5|sep3.2,cand_lam0.1_init9,0.1,9,0.5,30.754171591345386,29.526398126185484,2.455546930319805,0.02168988099138738,3.1730539188960543,Type A candidate
Type A candidate|co0.02|ov2.5|sep3.2,cand_lam0.1_init9,0.1,9,1,31.98194505650529,29.526398126185484,2.455546930319805,0.02168988099138738,3.1730539188960543,Type A candidate
Type A candidate|co0.02|ov2.5|sep3.2,cand_lam0.1_init9,0.1,9,5,41.80413277778451,29.526398126185484,2.455546930319805,0.02168988099138738,3.1730539188960543,Type A candidate
Type A candidate|co0.04|ov5.0|sep5.6,cand_lam0.1_init10,0.1,10,0,28.198160768623232,28.198160768623232,5.0479056021705935,0.04332449538980435,5.5580402642312805,Type A candidate
Type A candidate|co0.04|ov5.0|sep5.6,cand_lam0.1_init10,0.1,10,0.01,28.24863982464494,28.198160768623232,5.0479056021705935,0.04332449538980435,5.5580402642312805,Type A candidate
Type A candidate|co0.04|ov5.0|sep5.6,cand_lam0.1_init10,0.1,10,0.05,28.450556048731762,28.198160768623232,5.0479056021705935,0.04332449538980435,5.5580402642312805,Type A candidate
Type A candidate|co0.04|ov5.0|sep5.6,cand_lam0.1_init10,0.1,10,0.1,28.702951328840292,28.198160768623232,5.0479056021705935,0.04332449538980435,5.5580402642312805,Type A candidate
Type A candidate|co0.04|ov5.0|sep5.6,cand_lam0.1_init10,0.1,10,0.5,30.72211356970853,28.198160768623232,5.0479056021705935,0.04332449538980435,5.5580402642312805,Type A candidate
Type A candidate|co0.04|ov5.0|sep5.6,cand_lam0.1_init10,0.1,10,1,33.24606637079383,28.198160768623232,5.0479056021705935,0.04332449538980435,5.5580402642312805,Type A candidate
Type A candidate|co0.04|ov5.0|sep5.6,cand_lam0.1_init10,0.1,10,5,53.437688779476204,28.198160768623232,5.0479056021705935,0.04332449538980435,5.5580402642312805,Type A candidate
Type A candidate|co0.03|ov4.2|sep4.5,cand_lam0.1_init11,0.1,11,0,29.30547554805291,29.30547554805291,4.242546800973853,0.03267013037790965,4.458155917977959,Type A candidate
Type A candidate|co0.03|ov4.2|sep4.5,cand_lam0.1_init11,0.1,11,0.01,29.34790101606265,29.30547554805291,4.242546800973853,0.03267013037790965,4.458155917977959,Type A candidate
Type A candidate|co0.03|ov4.2|sep4.5,cand_lam0.1_init11,0.1,11,0.05,29.517602888101603,29.30547554805291,4.242546800973853,0.03267013037790965,4.458155917977959,Type A candidate
Type A candidate|co0.03|ov4.2|sep4.5,cand_lam0.1_init11,0.1,11,0.1,29.729730228150295,29.30547554805291,4.242546800973853,0.03267013037790965,4.458155917977959,Type A candidate
